Geo Point;Geo Shape;OBJECTID;ID_REF_ZDL;ID_REF_ZDE;GARES_ID;NOM_GARE;NOMLONG;NOM_IV;NUM_MOD;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;TERFER;TERTRAIN;TERRER;TERMETRO;TERTRAM;TERNAVETTE;TERVAL;IDREFLIGA;IDREFLIGC;LIGNE;COD_LIGF;LIGNE_CODE;INDICE_LIG;RESEAU;RES_COM;COD_RESF;RES_STIF;EXPLOITANT;NUM_PSR;IDF;PRINCIPAL;X;Y
48.743373402, 2.29639315754;"{""type"": ""Point"", ""coordinates"": [2.296393157536253, 48.743373402021376, 0.0]}";757.0;43124.0;412835.0;286.0;FONTAINE-MICHALON;FONTAINE-MICHALON;FONTAINE MICHALON;2463.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01857;;RER B;25.0;RER B-302;B;RER;RER B;2.0;802.0;RATP;758763.0;1.0;0.0;648262.236;6849481.199
48.8773756199, 2.35945661694;"{""type"": ""Point"", ""coordinates"": [2.359456616944207, 48.877375619879636, 0.0]}";759.0;43138.0;41010.0;305.0;GARE DE L'EST;GARE DE L'EST;GARE DE L'EST;2950.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;TRAIN_P;TRAIN_P;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-327;P;TRAIN;LIGNE P;1.0;850.0;SNCF;113001.0;1.0;1.0;653020.19;6864341.007
48.8807689583, 2.35711533495;"{""type"": ""Point"", ""coordinates"": [2.357115334947971, 48.88076895833307, 0.0]}";765.0;43233.0;41071.0;310.0;GARE DU NORD;GARE DU NORD;GARE DU NORD;2601.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;;RER D;27.0;RER D-384;D;RER;RER D;2.0;804.0;SNCF;271007.0;1.0;1.0;652851.548;6864719.72
48.8411869211, 2.32050922753;"{""type"": ""Point"", ""coordinates"": [2.32050922752816, 48.84118692114318, 0.0]}";766.0;43238.0;41203.0;561.0;MONTPARNASSE;MONTPARNASSE;MONTPARNASSE;2750.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;TRAIN_N;TRAIN_N;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-285;N;TRAIN;LIGNE N;1.0;852.0;SNCF;391003.0;1.0;1.0;650129.086;6860341.02
48.9203793748, 2.18535337629;"{""type"": ""Point"", ""coordinates"": [2.185353376288786, 48.920379374823604, 0.0]}";767.0;43082.0;411357.0;357.0;HOUILLES-CARRIÈRES-SUR-SEINE;HOUILLES-CARRIERES-SUR-SEINE;HOUILLES CARRIÈRES-SUR-SEINE;2438.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01856;;RER A;24.0;RER A-141;A;RER;RER A;2.0;801.0;SNCF;386409.0;1.0;0.0;640300.556;6869240.401
48.9203793748, 2.18535337629;"{""type"": ""Point"", ""coordinates"": [2.185353376288786, 48.920379374823604, 0.0]}";768.0;43082.0;411357.0;358.0;HOUILLES-CARRIÈRES-SUR-SEINE;HOUILLES-CARRIERES-SUR-SEINE;HOUILLES CARRIÈRES-SUR-SEINE;2695.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-141;J;TRAIN;LIGNE J;1.0;854.0;SNCF;386409.0;1.0;0.0;640300.556;6869240.401
48.6896979337, 2.38275720308;"{""type"": ""Point"", ""coordinates"": [2.382757203082266, 48.68969793365298, 0.0]}";779.0;45739.0;41309.0;385.0;JUVISY;JUVISY;JUVISY;2552.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-151;C;RER;RER C;2.0;803.0;SNCF;545244.0;1.0;1.0;654565.988;6843460.556
49.126780942, 2.50614368925;"{""type"": ""Point"", ""coordinates"": [2.506143689252232, 49.12678094198271, 0.0]}";783.0;411418.0;411417.0;958.0;LA BORNE BLANCHE;LA BORNE BLANCHE;LA BORNE BLANCHE;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;;RER D;27.0;RER D-455;D;RER;RER D;2.0;804.0;SNCF;0.0;0.0;0.0;663952.07;6891999.562
48.2935917687, 2.40113389443;"{""type"": ""Point"", ""coordinates"": [2.401133894429584, 48.29359176871632, 0.0]}";790.0;411485.0;411484.0;955.0;MALESHERBES;MALESHERBES;MALESHERBES;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;RER_D;0;RER_D;0;0;0;0;A01842;C01728;RER D;27.0;RER D-457;D;RER;RER D;2.0;804.0;SNCF;0.0;0.0;1.0;655584.693;6799419.83
48.8809920835, 2.07917759196;"{""type"": ""Point"", ""coordinates"": [2.079177591962197, 48.88099208351335, 0.0]}";794.0;43158.0;41189.0;976.0;MAREIL-MARLY;MAREIL-MARLY;MAREIL-MARLY;6031.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-460;L;TRAIN;LIGNE L;1.0;854.0;SNCF;0.0;1.0;0.0;632468.974;6864946.358
48.9870565461, 2.05978782668;"{""type"": ""Point"", ""coordinates"": [2.059787826679282, 48.98705654608489, 0.0]}";804.0;43160.0;41148.0;527.0;MAURECOURT;MAURECOURT;MAURECOURT;2664.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01852;;LIGNE J;29.0;LIGNE J-126;J;TRAIN;LIGNE J;1.0;854.0;SNCF;381483.0;1.0;0.0;631187.476;6876756.954
48.3795261033, 2.9425234154;"{""type"": ""Point"", ""coordinates"": [2.942523415404443, 48.379526103286494, 0.0]}";817.0;47910.0;41376.0;554.0;MONTEREAU;MONTEREAU;MONTEREAU;2915.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;TRAIN_R;TRAIN_R;0;0;0;0;0;A01845;;LIGNE R;19.0;LIGNE R-63;R;TRAIN;LIGNE R;1.0;851.0;SNCF;682302.0;1.0;1.0;695744.122;6808804.356
48.909632934, 2.23968411711;"{""type"": ""Point"", ""coordinates"": [2.23968411711448, 48.90963293402526, 0.0]}";825.0;47412.0;41195.0;399.0;LA GARENNE-COLOMBES;LA GARENNE-COLOMBES;LA GARENNE-COLOMBES;2693.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-391;L;TRAIN;LIGNE L;1.0;854.0;SNCF;386003.0;1.0;0.0;644270.422;6868005.736
48.3787957608, 2.89720177648;"{""type"": ""Point"", ""coordinates"": [2.897201776479996, 48.37879576077997, 0.0]}";826.0;43144.0;41384.0;400.0;LA GRANDE PAROISSE;LA GRANDE PAROISSE;LA GRANDE PAROISSE;2912.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01845;;LIGNE R;19.0;LIGNE R-64;R;TRAIN;LIGNE R;1.0;851.0;SNCF;682476.0;1.0;0.0;692388.159;6808726.584
48.8821891367, 2.7060141784;"{""type"": ""Point"", ""coordinates"": [2.70601417839636, 48.88218913670195, 0.0]}";833.0;43148.0;41051.0;417.0;LAGNY-THORIGNY;LAGNY-THORIGNY;LAGNY-THORIGNY;2989.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-3;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116319.0;1.0;0.0;678439.804;6864725.841
48.5738077927, 2.47946916961;"{""type"": ""Point"", ""coordinates"": [2.479469169610713, 48.57380779265948, 0.0]}";842.0;45820.0;41357.0;433.0;LE PLESSIS-CHENET;LE PLESSIS-CHENET;LE PLESSIS-CHENET;2898.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-209;D;RER;RER D;2.0;804.0;SNCF;681627.0;1.0;0.0;661599.718;6830525.647
48.8900862356, 2.13460087523;"{""type"": ""Point"", ""coordinates"": [2.134600875228717, 48.89008623555385, 0.0]}";846.0;53784.0;412800.0;438.0;LE VÉSINET-CENTRE;LE VESINET-CENTRE;LE VÉSINET-CENTRE;2402.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01856;;RER A;24.0;RER A-97;A;RER;RER A;2.0;801.0;RATP;758078.0;1.0;0.0;636544.506;6865911.575
48.7825054355, 2.4095416551;"{""type"": ""Point"", ""coordinates"": [2.409541655099439, 48.7825054354935, 0.0]}";848.0;43227.0;41291.0;444.0;LES ARDOINES;LES ARDOINES;LES ARDOINES;2525.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-369;C;RER;RER C;2.0;803.0;SNCF;492108.0;1.0;0.0;656614.659;6853763.827
48.6283755508, 2.56958354824;"{""type"": ""Point"", ""coordinates"": [2.569583548243857, 48.62837555082435, 0.0]}";860.0;47669.0;41367.0;468.0;LIEUSAINT-MOISSY;LIEUSAINT-MOISSY;LIEUSAINT-MOISSY;2861.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-44;D;RER;RER D;2.0;804.0;SNCF;682153.0;1.0;0.0;668280.575;6836551.856
48.5102651762, 2.67897398269;"{""type"": ""Point"", ""coordinates"": [2.678973982685896, 48.51026517616758, 0.0]}";863.0;45804.0;41377.0;471.0;LIVRY-SUR-SEINE;LIVRY-SUR-SEINE;LIVRY-SUR-SEINE;2905.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01845;;LIGNE R;19.0;LIGNE R-53;R;TRAIN;LIGNE R;1.0;851.0;SNCF;682401.0;1.0;0.0;676288.641;6823383.544
49.0217572686, 3.03175844447;"{""type"": ""Point"", ""coordinates"": [3.031758444469535, 49.02175726863762, 0.0]}";864.0;47486.0;41065.0;472.0;LIZY-SUR-OURCQ;LIZY-SUR-OURCQ;LIZY-SUR-OURCQ;2994.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-18;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116632.0;1.0;0.0;702322.849;6880206.813
49.0493256018, 2.50175806584;"{""type"": ""Point"", ""coordinates"": [2.501758065837831, 49.049325601784794, 0.0]}";869.0;44628.0;41100.0;482.0;LOUVRES;LOUVRES;LOUVRES;2608.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;;RER D;27.0;RER D-259;D;RER;RER D;2.0;804.0;SNCF;276253.0;1.0;0.0;663577.599;6883387.227
48.8809135284, 2.35883323697;"{""type"": ""Point"", ""coordinates"": [2.358833236973676, 48.8809135283548, 0.0]}";873.0;58572.0;41126.0;490.0;MAGENTA;MAGENTA;MAGENTA;2949.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01843;;RER E;28.0;RER E-452;E;RER;RER E;2.0;805.0;SNCF;0.0;1.0;0.0;652977.664;6864734.771
48.8854042809, 2.29803330321;"{""type"": ""Point"", ""coordinates"": [2.298033303213241, 48.88540428091779, 0.0]}";881.0;44313.0;411230.0;632.0;PEREIRE-LEVALLOIS;PEREIRE-LEVALLOIS;PEREIRE-LEVALLOIS;2510.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-330;C;RER;RER C;2.0;803.0;SNCF;381012.0;1.0;0.0;648523.228;6865272.035
48.9740265796, 3.21930281555;"{""type"": ""Point"", ""coordinates"": [3.219302815554277, 48.97402657957677, 0.0]}";884.0;47482.0;41063.0;581.0;NANTEUIL-SAÂCY;NANTEUIL-SAACY;NANTEUIL SAÂCY;2998.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-21;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116558.0;1.0;1.0;716054.782;6874920.533
48.938719239, 1.84051702968;"{""type"": ""Point"", ""coordinates"": [1.840517029678014, 48.93871923903401, 0.0]}";891.0;47944.0;41160.0;592.0;NÉZEL-AULNAY;NEZEL-AULNAY;NÉZEL AULNAY;2782.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-94;N;TRAIN;LIGNE N;1.0;852.0;SNCF;381731.0;1.0;0.0;615061.535;6871595.508
48.3364817806, 2.73800161988;"{""type"": ""Point"", ""coordinates"": [2.738001619882022, 48.33648178061622, 0.0]}";907.0;47125.0;41389.0;560.0;MONTIGNY-SUR-LOING;MONTIGNY-SUR-LOING;MONTIGNY-SUR-LOING;2870.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01845;;LIGNE R;19.0;LIGNE R-67;R;TRAIN;LIGNE R;1.0;851.0;SNCF;684100.0;1.0;0.0;680584.38;6804050.664
48.8908567963, 2.8264054973;"{""type"": ""Point"", ""coordinates"": [2.826405497304068, 48.890856796314026, 0.0]}";909.0;47325.0;41059.0;567.0;MONTRY-CONDÉ;MONTRY-CONDE;MONTRY CONDE;3001.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01844;;LIGNE P;18.0;LIGNE P-22;P;TRAIN;LIGNE P;1.0;850.0;SNCF;116400.0;1.0;0.0;687271.106;6865663.525
48.8957453121, 2.22321296703;"{""type"": ""Point"", ""coordinates"": [2.223212967029377, 48.89574531209786, 0.0]}";918.0;43169.0;40916.0;577.0;NANTERRE-PRÉFECTURE;NANTERRE-PREFECTURE;NANTERRE PREFECTURE;2407.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01856;;RER A;24.0;RER A-389;A;RER;RER A;2.0;801.0;RATP;758029.0;1.0;0.0;643047.968;6866473.262
48.9015496743, 2.21523234727;"{""type"": ""Point"", ""coordinates"": [2.215232347269524, 48.9015496742534, 0.0]}";919.0;43170.0;411356.0;578.0;NANTERRE-UNIVERSITÉ;NANTERRE-UNIVERSITE;NANTERRE-UNIVERSITE;2406.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01856;;RER A;24.0;RER A-388;A;RER;RER A;2.0;801.0;RATP;758037.0;1.0;1.0;642469.283;6867124.457
48.8413596382, 2.06132681294;"{""type"": ""Point"", ""coordinates"": [2.061326812936337, 48.84135963821712, 0.0]}";921.0;43174.0;41252.0;977.0;NOISY-LE-ROI;NOISY-LE-ROI;NOISY-LE-ROI;6030.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;TRAIN_L;TRAIN_L;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-459;L;TRAIN;LIGNE L;1.0;854.0;SNCF;393876.0;1.0;1.0;631107.513;6860555.136
48.8265784281, 1.70321842548;"{""type"": ""Point"", ""coordinates"": [1.703218425476859, 48.82657842806816, 0.0]}";924.0;47921.0;41236.0;610.0;ORGERUS-BÉHOUST;ORGERUS-BEHOUST;ORGERUS BÉHOUST;2775.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-105;N;TRAIN;LIGNE N;1.0;852.0;SNCF;393447.0;1.0;0.0;604799.74;6859283.828
48.7418787057, 2.40290860737;"{""type"": ""Point"", ""coordinates"": [2.40290860736794, 48.74187870567889, 0.0]}";925.0;46299.0;41327.0;611.0;ORLY VILLE;ORLY VILLE;ORLY VILLE;2528.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01840;;RER C;26.0;RER C-351;C;RER;RER C;2.0;803.0;SNCF;546200.0;1.0;0.0;656093.133;6849250.509
49.1382863753, 2.49017898542;"{""type"": ""Point"", ""coordinates"": [2.490178985421196, 49.13828637527201, 0.0]}";926.0;411421.0;411420.0;957.0;ORRY-LA-VILLE-COYE;ORRY-LA-VILLE-COYE;ORRY-LA-VILLE COYE-LA-FORÊT;0.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;;RER D;27.0;RER D-456;D;RER;RER D;2.0;804.0;SNCF;0.0;0.0;1.0;662795.04;6893286.621
48.8882201628, 2.31373245152;"{""type"": ""Point"", ""coordinates"": [2.313732451520271, 48.88822016276462, 0.0]}";932.0;45493.0;411351.0;665.0;PONT-CARDINET;PONT-CARDINET;PONT CARDINET;2651.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-328;L;TRAIN;LIGNE L;1.0;854.0;SNCF;381111.0;1.0;0.0;649677.173;6865575.024
49.0466457626, 2.09519506723;"{""type"": ""Point"", ""coordinates"": [2.095195067225969, 49.04664576264113, 0.0]}";937.0;44496.0;41091.0;676.0;PONTOISE;PONTOISE;PONTOISE;2577.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;RER_C;0;RER_C;0;0;0;0;A01840;;RER C;26.0;RER C-249;C;RER;RER C;2.0;803.0;SNCF;276139.0;1.0;1.0;633854.691;6883353.252
48.7873902383, 2.04462198717;"{""type"": ""Point"", ""coordinates"": [2.044621987173176, 48.787390238280715, 0.0]}";951.0;43249.0;41251.0;938.0;SAINT-QUENTIN-EN-YVELINES;SAINT-QUENTIN-EN-YVELINES;SAINT-QUENTIN-EN-YVELINES;2760.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01847;;LIGNE N;22.0;LIGNE N-80;N;TRAIN;LIGNE N;1.0;852.0;SNCF;393843.0;1.0;1.0;629808.943;6854569.377
48.595563838, 2.58394771106;"{""type"": ""Point"", ""coordinates"": [2.58394771106125, 48.595563837991776, 0.0]}";959.0;47665.0;41370.0;787.0;SAVIGNY-LE-TEMPLE-NANDY;SAVIGNY-LE-TEMPLE-NANDY;SAVIGNY-LE-TEMPLE-NANDY;2862.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-50;D;RER;RER D;2.0;804.0;SNCF;682187.0;1.0;0.0;669319.909;6832898.503
48.9362801857, 2.53471497747;"{""type"": ""Point"", ""coordinates"": [2.534714977472367, 48.936280185662376, 0.0]}";965.0;43194.0;411411.0;796.0;SEVRAN-LIVRY;SEVRAN-LIVRY;SEVRAN LIVRY;2485.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01857;;RER B;25.0;RER B-410;B;RER;RER B;2.0;802.0;SNCF;271429.0;1.0;0.0;665912.703;6870801.079
48.8717141912, 2.22102955043;"{""type"": ""Point"", ""coordinates"": [2.22102955043113, 48.87171419115656, 0.0]}";972.0;43205.0;41180.0;843.0;SURESNES-MONT-VALÉRIEN;SURESNES-MONT VALERIEN;SURESNES MONT VALÉRIEN;2713.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-378;L;TRAIN;LIGNE L;1.0;854.0;SNCF;382374.0;1.0;0.0;642861.529;6863802.763
49.0995869401, 2.52553171398;"{""type"": ""Point"", ""coordinates"": [2.525531713983826, 49.09958694009281, 0.0]}";973.0;47958.0;41101.0;845.0;SURVILLIERS-FOSSES;SURVILLIERS-FOSSES;SURVILLIERS FOSSES;2609.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;;RER D;27.0;RER D-260;D;RER;RER D;2.0;804.0;SNCF;276261.0;1.0;0.0;665349.064;6888966.371
48.780237298, 2.28143059543;"{""type"": ""Point"", ""coordinates"": [2.281430595425078, 48.78023729800771, 0.0]}";983.0;43186.0;412832.0;742.0;ROBINSON;ROBINSON;ROBINSON;2495.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;RER_B;0;RER_B;0;0;0;0;A01857;;RER B;25.0;RER B-292;B;RER;RER B;2.0;802.0;RATP;758722.0;1.0;1.0;647199.334;6853589.675
48.8461029477, 2.2176210809;"{""type"": ""Point"", ""coordinates"": [2.217621080903935, 48.84610294774174, 0.0]}";992.0;43196.0;41178.0;812.0;SAINT-CLOUD;SAINT-CLOUD;SAINT-CLOUD;2715.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-376;L;TRAIN;LIGNE L;1.0;854.0;SNCF;382358.0;1.0;1.0;642583.305;6860957.526
48.5644858692, 2.54265182272;"{""type"": ""Point"", ""coordinates"": [2.542651822724329, 48.564485869218345, 0.0]}";1000.0;45814.0;41388.0;819.0;SAINT-FARGEAU;SAINT-FARGEAU;SAINT-FARGEAU;2900.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01842;C01728;RER D;27.0;RER D-45;D;RER;RER D;2.0;804.0;SNCF;682542.0;1.0;0.0;666254.733;6829460.506
48.8980764111, 2.0948366283;"{""type"": ""Point"", ""coordinates"": [2.094836628297753, 48.89807641113002, 0.0]}";1002.0;43198.0;40927.0;820.0;SAINT-GERMAIN-EN-LAYE;SAINT-GERMAIN-EN-LAYE;SAINT-GERMAIN-EN-LAYE;2400.0;RER;1.0;0.0;1.0;0.0;0.0;0.0;0.0;RER_A;0;RER_A;0;0;0;0;A01856;;RER A;24.0;RER A-95;A;RER;RER A;2.0;801.0;RATP;758094.0;1.0;1.0;633639.098;6866832.704
48.9032046155, 2.07297145657;"{""type"": ""Point"", ""coordinates"": [2.072971456565674, 48.903204615452346, 0.0]}";1003.0;43200.0;41188.0;974.0;SAINT-GERMAIN-GRANDE-CEINTURE;SAINT-GERMAIN-GRANDE-CEINTURE;SAINT-GERMAIN GRANDE CEINTURE;6033.0;Train;1.0;1.0;0.0;0.0;0.0;0.0;0.0;TRAIN_L;TRAIN_L;0;0;0;0;0;A02176;;LIGNE L;30.0;LIGNE L-462;L;TRAIN;LIGNE L;1.0;854.0;SNCF;382804.0;1.0;1.0;632042.848;6867421.516
48.8514417056, 2.3144081215;"{""type"": ""Point"", ""coordinates"": [2.314408121496151, 48.85144170564173, 0.0]}";351.0;45139.0;22217.0;765.0;Saint-François-Xavier;SAINT-FRANCOIS-XAVIER;Saint-François-Xavier;2336.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114051;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;649691.21;6861485.118
48.8463569889, 2.41947990037;"{""type"": ""Point"", ""coordinates"": [2.41947990037451, 48.84635698889295, 0.0]}";355.0;47247.0;22103.0;772.0;Saint-Mandé;SAINT-MANDE;Saint-Mandé;2022.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101037;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;657460.926;6860848.596
48.8488163725, 2.32125786291;"{""type"": ""Point"", ""coordinates"": [2.32125786290546, 48.8488163724703, 0.0]}";363.0;45116.0;21977.0;871.0;Vaneau;VANEAU;Vaneau;2277.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110053;10;METRO;M10;3.0;110.0;RATP;0.0;1.0;0.0;650191.323;6861188.864
48.8395165854, 2.30110751488;"{""type"": ""Point"", ""coordinates"": [2.301107514879988, 48.83951658539453, 0.0]}";365.0;44995.0;22047.0;877.0;Vaugirard (Adolphe Chériou);VAUGIRARD (ADOLPHE CHERIOU);Vaugirard;2322.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112039;12;METRO;M12;3.0;110.0;RATP;0.0;1.0;0.0;648703.499;6860167.725
48.9231037797, 2.28627957753;"{""type"": ""Point"", ""coordinates"": [2.286279577529783, 48.92310377966602, 0.0]}";368.0;43693.0;22232.0;1007.0;Les Agnettes-Asnières-Gennevilliers;LES AGNETTES-ASNIERES-GENNEVILLIERS;Les Agnettes;4130.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;;13;5.0;13-113077;13;METRO;M13;3.0;110.0;RATP;0.0;1.0;0.0;647699.216;6869471.769
48.8636109376, 2.28758016253;"{""type"": ""Point"", ""coordinates"": [2.287580162529652, 48.86361093764567, 0.0]}";372.0;44962.0;22164.0;862.0;Trocadéro;TROCADERO;Trocadéro;2147.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;;6;12.0;6-109043;6;METRO;M6;3.0;110.0;RATP;0.0;1.0;0.0;647734.833;6862855.649
48.8643437787, 2.33012987711;"{""type"": ""Point"", ""coordinates"": [2.330129877112861, 48.86434377873391, 0.0]}";374.0;45664.0;22075.0;864.0;Tuileries;TUILERIES;Tuileries;2011.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101059;1;METRO;M1;3.0;110.0;RATP;0.0;1.0;0.0;650857.016;6862909.812
48.8697985565, 2.28533509469;"{""type"": ""Point"", ""coordinates"": [2.285335094686169, 48.86979855646068, 0.0]}";375.0;45020.0;22109.0;892.0;Victor Hugo;VICTOR HUGO;Victor Hugo;2048.0;Metro;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102079;2;METRO;M2;3.0;110.0;RATP;0.0;1.0;0.0;647576.36;6863545.148
49.008978461, 2.54483189792;"{""type"": ""Point"", ""coordinates"": [2.54483189791712, 49.008978460950175, 0.0]}";388.0;44951.0;10214.0;1002.0;PARC PR;PARC PR;Parc PR;0.0;Navette;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0;0;0;0;0;0;0;A01516;;CDGVAL;35.0;CDGVAL-464;CDG;VAL;CDGVAL;4.0;43.0;AEROSAT;0.0;1.0;0.0;666700.474;6878881.173
49.01004496, 2.57064006889;"{""type"": ""Point"", ""coordinates"": [2.570640068890432, 49.01004496004053, 0.0]}";390.0;52244.0;10216.0;1004.0;STATION PX;STATION PX;Parc PX;0.0;Navette;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0;0;0;0;0;0;0;A01516;;CDGVAL;35.0;CDGVAL-465;CDG;VAL;CDGVAL;4.0;43.0;AEROSAT;0.0;1.0;0.0;668589.193;6878989.202
48.8760012915, 2.22595909514;"{""type"": ""Point"", ""coordinates"": [2.22595909514488, 48.87600129150149, 0.0]}";400.0;42315.0;22303.0;64.0;Belvédère;BELVEDERE;Belvédère;3552.0;Tramway;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01192;;T2;32.0;T2-446;2;TRAMWAY;T2;5.0;112.0;RATP;0.0;1.0;0.0;643227.779;6864275.896
